var name, type , #
RTRoassalExample>>exampleTwoColumnsAsFlow>>temp>>secondElements,RTGroup,1
RTRoassalExample>>exampleforAddWithEdges>>1>>arg>>model,RTLayout class,2,RTShape class,2,RTBuilder class,2
RTRoassalExample>>exampleParallelCoordinate>>temp>>maxValue,SmallInteger,1
RTBoxPlotExample>>exampleMethodDistribution>>temp>>ds,RTBoxPlotDataSet,45
RTLayoutExample>>exampleCircle>>1>>arg>>value,SmallInteger,20
RTLineDecorationExample>>exampleStyledMultiLineHeads>>1>>temp>>e2,RTElement,10
RTMondrianExample>>exampleNormalization>>1>>arg>>value,SmallInteger,4500
RTRoassalExample>>exampleScaledNesting>>temp>>host,RTElement,20
RTRoassalExample>>exampleOrthoVerticalLines>>temp>>eb,RTEdgeBuilder,1
RTCircularTreeMapExample>>example01>>temp>>mt,Morph class,1
RTExperimentalExample>>helper:colorA:colorB:>>temp>>width,SmallInteger,4
RTGeneralExample>>beziersWithArrow>>temp>>shape,RTEllipse,1
RTLayoutExample>>exampleRectanglePack>>temp>>v,RTView,1
RTGeneralExample>>rotatingLabelsAnimated>>1>>temp>>valueEnd,BoxedFloat64,105
RTMapExample>>exampleColoredAfrica>>temp>>cn,RTMultiLinearColor,1
RTRoassalExample>>exampleGroupOfGroups>>temp>>edges,RTGroup,4
RTSVGExample>>animated>>temp>>view,RTView,1
RTGeneralExample>>directedEdges02>>temp>>v,RTView,1
RTLegendBuilderExample>>exampleOnDemand>>temp>>lb,RTLegendBuilder,1
RTRoassalExample>>exampleVectorEditing>>temp>>selected,UndefinedObject,1
RTGrapherBarChartExample>>exampleBarAndCurve>>temp>>b,RTGrapher,1
RTGrapherExample>>exampleEbola>>temp>>ds,RTData,1
RTGrapherExample>>exampleRandomCurves>>temp>>ds,RTData,5
RTGeneralExample>>multipleNesting>>temp>>edges,RTGroup,20
RTTimelineExample>>exampleColorPerTimeLine>>temp>>b,RTTimeline,1
RTMapExample>>exampleCity01>>7>>arg>>r,RTRoute,9
RTInteractionExample>>exampleDraggingChildren>>temp>>es,RTGroup,1
RTRoassalExample>>exampleArrowedLineWithOffset>>temp>>e4,RTElement,1
RTSunburstBuilderExamples>>basic5>>temp>>b,RTSunburstBuilder,1
RTGeneralExample>>nestedHierarchy>>temp>>inner,RTGroup,1
RTLayoutExample>>exampleCircle02>>temp>>es,RTGroup,1
RTOpenStreetMapExample>>exampleGraphs>>temp>>data,Array,1
RTRoassalExample>>exampleDoubleArrow>>1>>arg>>e,RTElement,300
RTExperimentalExample>>maxYValueFor:and:>>1>>arg>>arr,Array,160
RTGeneralExample>>circleWaves>>1>>arg>>el,RTElement,50
RTPieExample>>examplePieAndLegend>>temp>>b,RTPieBuilder,1
RTMapExample>>exampleAfricanPopulation>>temp>>countries,Array,1
RTRoassalExample>>exampleDoubleArrow>>temp>>edges,OrderedCollection,1
RTRoassalExample>>exampleComposedLayout>>temp>>es1,RTGroup,1
RTRoassalExample>>exampleAnimatedCircle>>temp>>nbOfCircles,SmallInteger,1
RTKiviatBuilderExample>>exampleColored>>1>>arg>>value,RTKiviatElement,15
RTRoassalExample>>exampleArrowedLineWithOffset>>temp>>v,RTView,1
RTGrapherExample>>exampleDoubleYAXis>>temp>>ds,RTData,2
RTRoassalExample>>exampleBorderWidth>>temp>>v,RTView,1
RTGeneralExample>>label3>>temp>>view,RTView,1
RTMapExample>>exampleColoredAfrica02>>temp>>max,SmallInteger,1
RTGrapherExample>>exampleNegativeY>>1>>arg>>v,SmallInteger,20
RTGrapherExample>>exampleMultipleCurvesStacking>>temp>>b,RTGrapher,1
RTRoassalExample>>examplePlatformPoup>>temp>>view,RTView,1
RTMondrianExample>>exampleSidesAndRadius>>temp>>els,RTGroup,1
RTGrapherExample>>exampleTwoInteractions>>temp>>b,RTGrapher,1
RTTimelineExample>>exampleLabelledAndColored>>temp>>b,RTTimeline,1
RTGrapherBarChartExample>>exampleBarAndCurve>>1>>arg>>v,BoxedFloat64,564
RTOpenStreetMapExample>>exampleGraphs>>temp>>london,Point,1
RTRoassalExample>>exampleFadingLetter>>temp>>data,Array,2
RTMapExample>>exampleSouthAmericaPopulation>>temp>>sum,SmallInteger,1
RTExperimentalExample>>maxYValueFor:and:>>2>>arg>>a,BoxedFloat64,32000
RTGeneralExample>>combiningRoassalAndMorphic>>temp>>view,RTView,1
RTBoxPlotExample>>exampleBoxPlot1>>temp>>ds,RTBoxPlotDataSet,1
RTLegendBuilderExample>>exampleOnDemand>>temp>>b,RTMondrian,1
RTRoassalExample>>exampleArrowedBezier>>temp>>shape,RTEllipse,1
RTMapExample>>exampleColoredAfrica02>>temp>>b,RTMapBuilder,1
RTRoassalExample>>exampleNamedPopup>>temp>>es,RTGroup,1
RTExperimentalExample>>exampleTextNamesAndShapes>>3>>temp>>line,RTDecoratedLine,9
RTGrapherExample>>examplePopupDecorators>>temp>>ds1,RTData,1
RTRoassalExample>>exampleScales>>temp>>width,SmallInteger,1
RTGrapherExample>>exampleStackingX>>temp>>ds,RTData,2
RTBoxPlotExample>>exampleBoxPlot3>>3>>temp>>ds,RTBoxPlotDataSet,10
RTRoassalExample>>exampleBlinking>>temp>>v,RTView,1
RTRoassalExample>>exampleLazyFormLoading>>temp>>visibleInteraction,RTVisible,1
RTLineDecorationExample>>exampleStyledMultiLineHeads>>temp>>heads,Array,1
RTRoassalExample>>exampleParallelCoordinate>>temp>>t,OrderedCollection,119
RTGrapherExample>>examplesinAndCos>>temp>>ds,RTData,2
RTGeneralExample>>circleWaves>>temp>>mousePos,Point,1
RTLineDecorationExample>>exampleStyledMultiLineHeads>>1>>temp>>l1,RTEdge,10
RTRoassalExample>>exampleVisualizingSoftwareWithBeziers>>temp>>helpBar2,TRLabelShape,1
RTGrapherExample>>exampledoubleCurves>>temp>>b,RTGrapher,1
RTRoassalExample>>exampleLabelledEncapsulating>>temp>>es,RTGroup,45
RTComposedShapeExample>>exampleInnerShapes>>temp>>shape,RTCompositeShape,1
RTGeneralExample>>elementWithFontsZooming>>temp>>secondGroup,RTGroup,1
RTOpenStreetMapExample>>exampleParis>>temp>>v,RTView,1
RTExperimentalExample>>exampleFisheye>>temp>>v,RTView,1
RTLayoutExample>>exampleWeightedCircle>>temp>>es,RTGroup,1
RTRoassalExample>>exampleChangingCargeInForceLayout>>1>>arg>>vv,SmallInteger,30
RTUMLExample>>exampleWithNonClasses>>temp>>b,RTUMLClassBuilder,1
RTMapExample>>exampleColoredAfrica02>>1>>arg>>c,Array,48
RTRoassalExample>>exampleforAddWithEdges>>1>>arg>>group,RTGroup,3
RTLayoutExample>>exampleGrid01>>temp>>v,RTView,1
RTComposedShapeExample>>exampleNesting2>>temp>>v,RTView,1
RTBoxPlotExample>>exampleBoxPlot5>>temp>>d,Date,11
RTGrapherExample>>examplePrimeNumberSpace>>2>>arg>>p,SmallInteger,166152
RTGeneralExample>>growingSquares>>temp>>shape,RTBox,1
RTGeneralExample>>dragonCurve>>6>>temp>>cx,Fraction,8022,SmallInteger,169
RTGrapherExample>>exampleAdjustedAxes>>temp>>b2,RTGrapher,1
RTExperimentalExample>>maxYValueFor:and:>>arg>>layers1,Array,4
RTBoxPlotExample>>exampleBoxPlot5>>1>>arg>>d2,SmallInteger,200
RTRoassalExample>>exampleAttachPoint>>temp>>ap,RTBorderAttachPoint,1
RTRoassalExample>>exampleMenu>>temp>>classes,OrderedCollection,1
RTSunburstBuilderExamples>>exampleOnNumbers>>4>>arg>>n,SmallInteger,49
RTRoassalExample>>exampletimeLines>>temp>>v,RTView,1
RTRoassalExample>>exampleBezier>>temp>>edge,RTEdge,1
RTGeneralExample>>smoothLayout>>temp>>translator,RTSmoothLayoutTranslator,1
RTComposerExample>>exampleClassAnalysis>>temp>>b4,RTGrapher,1
RTUMLExample>>exampleSimple>>2>>arg>>cc,Array,6
RTBoxPlotExample>>exampleBoxPlot4>>temp>>r,Random,1
RTAxisAdaptedBuilderExample>>withComposer>>temp>>b,RTAxisAdaptedBuilder,1
RTRoassalExample>>exampleMovingGrid>>temp>>es,RTGroup,1
RTSVGExample>>icon4>>temp>>view,RTView,1
RTCalendarExample>>exampleCodeCommits>>temp>>dictByJulian,PluggableDictionary,1
RTRoassalExample>>exampleHighlightingNeighbourg>>temp>>v,RTView,1
RTGeneralExample>>expandingArc>>temp>>externalRadius,TRVIAnimatedValue,1
RTGeneralExample>>multipleNesting>>temp>>outter,OrderedCollection,1
RTGrapherExample>>examplePrimeNumberSpace>>temp>>diag,RTGrapher,1
RTGeneralExample>>directedEdges01>>temp>>classesRoassal,RTGroup,1
RTRoassalExample>>exampleBezierLinesUsingObject>>temp>>es,RTGroup,1
RTCalendarExample>>exampleYear>>1>>arg>>date,Date,732
RTGrapherExample>>examplePopupOnCurves>>temp>>ds,RTData,2
RTComposedShapeExample>>exampleRelayout>>temp>>b3,RTLabel,1
RTGrapherBarChartExample>>exampleBarchart>>temp>>dataSet,RTData,2
RTKiviatFruitExample>>color:>>arg>>aColor,Color,3
RTMondrianExample>>exampleNumbersAndBeziers>>3>>arg>>value,SmallInteger,600
RTRoassalExample>>exampleMetricNormalizer2>>temp>>es,RTGroup,1
RTGrapherScatterplotExample>>exampleDateOnXAxis2>>2>>arg>>d,Date,6
RTGeneralExample>>directedEdges01>>temp>>helpBar1,TRLabelShape,1
RTRoassalExample>>exampleLabelledEncapsulating>>temp>>allClassElements,OrderedCollection,1
RTRoassalExample>>exampleEdgesWithBezier>>temp>>b,RTMondrian,1
RTRoassalExample>>exampleAlignmentFromTop>>temp>>rootClasses,Array,1
RTRoassalExample>>exampleOrthoHorizontalLines>>temp>>eb,RTEdgeBuilder,1
RTRoassalExample>>exampleDoubleClick>>temp>>v,RTView,1
RTInteractionExample>>exampleExpandable>>temp>>expand,RTExpandable,1
RTGradientColoredLineExample>>exampleB>>temp>>edge,RTEdge,1
RTGrapherExample>>exampleMethods>>1>>arg>>m,CompiledMethod,7470
RTUMLExample>>exampleExternalEdges>>temp>>b,RTUMLClassBuilder,1
RTMapExample>>exampleAfricanPopulation>>temp>>b,RTMapBuilder,1
RTRoassalExample>>exampleEllipseBorder>>temp>>v,RTView,1
RTRoassalExample>>exampleMovingGrid>>temp>>size,SmallInteger,1
RTTimelineExample>>exampleNestedTimeLine>>temp>>b,RTTimeline,1
RTKiviatBuilderExample>>exampleBudgetChart>>2>>arg>>e,Association,24
RTGrapherExample>>exampleTwoInteractions>>temp>>ds,RTData,2
RTGeneralExample>>blinking>>temp>>el,RTElement,1
RTOpenStreetMapExample>>exampleSeismOnEarth>>temp>>tab,RTTabTable,1
RTRoassalExample>>exampleMakingVisualizationFit>>1>>arg>>e,RTEdge,104
RTExploraBuilderExample>>exampleNumbers>>1>>arg>>n,SmallInteger,1
RTSVGExample>>diamond>>temp>>s,RTSVGPath,1
RTGeneralExample>>compound01>>1>>temp>>g,RTSlider,10
RTInteractionExample>>exampleSelectableElements>>temp>>b,RTMondrian,1
RTRoassalExample>>exampleSliderAndCubeHelix>>temp>>slider,RTSlider,2
RTInteractionExample>>exampleGridDraggable>>temp>>v,RTView,1
RTRoassalExample>>exampleArrow>>temp>>arrow,RTArrowedLine,1
RTKiviatBuilderExample>>exampleWithArea>>1>>arg>>value,RTKiviatElement,15
RTRoassalExample>>exampleParallelCoordinate>>3>>arg>>i,SmallInteger,1000
RTRoassalExample>>exampleEdgesInTooltip>>1>>arg>>c,RTText class,1,RTExtensibleLabel class,1,RTRoundedBox class,1,RTLineDecoration class,1,RTShape class,1,RTAbstractArrowedLine class,1,RTNoShape class,1,RTBezier3Line class,1,RTSVGPathBezierLine class,1,RTAbstractElementShape class,1,RTDecoratedLine class,1,RTGradientColoredLine class,1,RTLineTail class,1,RTTextPath class,1,RTMultiColoredLine class,1,RTBitmap class,1,RTSVGPathLine class,1,RTDoubleArrowedLine class,1,RTDiamond class,1,RTArrowedLine class,1,RTPolygon class,1,RTStyledLabel class,1,RTEmptyArrowHead class,1,RTSelectiveShape class,1,RTClipBox class,1,RTExtremityLineDecoration class,1,RTArc class,1,RTAbstractLine class,1,RTSVGPath class,1,RTSparkline class,1,RTLine class,1,RTBox class,1,RTLabel class,1,RTCompositeShape class,1,RTLineHead class,1,RTEllipse class,1,RTBezierLine class,1,RTStyledMultiLine class,1,RTOSM class,1,RTSimpleArrowHead class,1,RTDirectedLine class,1,RTEditableLabel class,1,RTMultiLine class,1,RTRotatedLabel class,1,RTArcLine class,1
RTExploraBuilderExample>>exploreFileSystem>>3>>arg>>elem,FileReference,2
RTBoxPlotExample>>exampleBoxPlot4>>4>>arg>>date,Date,240
RTRoassalExample>>exampleFadingLetter>>1>>temp>>d,BoxedFloat64,4496,SmallInteger,4496
RTGeneralExample>>systemComplexity>>temp>>els,RTGroup,1
RTGrapherDecorationExample>>exampleVerticalAndHorizontalLines>>temp>>b,RTGrapher,1
RTUMLExample>>exampleSimple>>temp>>classes,OrderedCollection,1
RTSpectrographExample>>exampleClassMethods>>1>>arg>>cm,CompiledMethod,377
RTCircularTreeMapExample>>example03>>temp>>b,RTCircularTreeMapBuilder,1
RTMondrianExample>>exampleNestingAndPopup>>temp>>b,RTMondrian,1
RTRoassalExample>>exampleSelfCalls>>temp>>classElements,RTGroup,1
RTComposerExample>>exampleWorldPopulation>>temp>>b,RTMapBuilder,1
RTKiviatBuilderExample>>exampleRandomValues>>1>>arg>>i,SmallInteger,50
RTInteractionExample>>exampleExpandable>>temp>>es,RTGroup,1
RTMondrianExample>>examplePartitioningAndNormalization>>temp>>classes,OrderedCollection,1
RTRoassalExample>>exampleDoubleClick>>temp>>es,RTGroup,1
RTRoassalExample>>exampleCircleCould>>temp>>v,RTView,1
RTGrapherExample>>exampleStackingX3>>1>>temp>>ds,RTData,3
RTRoassalExample>>exampleRotatingAnimatedLabels>>3>>arg>>cls,Interval class,1,WeakSet class,1,GCollection class,1,STONTestMap class,1,Alien class,1,ObjectFinalizerCollection class,1,FFITypeArray class,1,Collection class,1,Text class,1,SystemDictionary class,1,Bag class,1,ByteString class,1,WeakActionSequence class,1,RelationSet class,1,RTTextLines class,1,RTOrderedCollection class,1,IdentitySet class,1,SequenceableCollection class,1,LinkedList class,1,AnnouncementSet class,1,SortedCollection class,1,IdentityDictionary class,1,SmallDictionary class,1,FreeTypeCacheLinkedList class,1,CompiledBlock class,1,FLLargeIdentityHashedCollection class,1,FloatArray class,1,IntegerFlagAlien class,1,WeakKeyToCollectionDictionary class,1,Symbol class,1,UUID class,1,IntegerArray class,1,FFICallbackThunk class,1,OCLiteralSet class,1,IdentityBag class,1,MethodDictionary class,1,SmallIdentityDictionary class,1,SparseLargeTable class,1,CairoGlyphsArray class,1,WeakArray class,1,VMCallbackContext64 class,1,ZnMultiValueDictionary class,1,WeakValueDictionary class,1,WeakIdentityKeyDictionary class,1,OrderedCollection class,1,NeoJSONObject class,1,ASTCache class,1,PluggableDictionary class,1,ExternalAddress class,1,DependentsArray class,1,PluggableSet class,1,VMCallbackContext32 class,1,Cubic class,1,WeakKeyDictionary class,1,CharacterSetComplement class,1,Bitmap class,1,LiteralDictionary class,1,AnnouncementSetWithExclusions class,1,CompiledMethod class,1,Matrix class,1,SocketAddress class,1,String class,1,Dictionary class,1,WideSymbol class,1,EnumFontFamExProc class,1,OCKeyedSet class,1,FFIExternalArray class,1,GTExampleContext class,1,FLLargeIdentityDictionary class,1,WideCharacterSet class,1,WeakRegistry class,1,LOGFONTA class,1,MetacelloMethodSectionPath class,1,ProcessList class,1,OCLiteralList class,1,EnumWindowsProc class,1,FFICallbackReturnValue class,1,ColorArray class,1,HashedCollection class,1,ENUMLOGFONTEXA class,1,OrderedIdentityDictionary class,1,ByteSymbol class,1,KeyedTree class,1,RTTextLine class,1,ShortIntegerArray class,1,SparseLargeArray class,1,OPENFILENAME class,1,Semaphore class,1,CompiledCode class,1,PointArray class,1,RTGroup class,1,WordArray class,1,WeakOrderedCollection class,1,CharacterSet class,1,OrderedDictionary class,1,WideString class,1,Heap class,1,Set class,1,Array class,1,ArrayedCollection class,1,GLMMultiValue class,1,Stack class,1,RunArray class,1,FLLargeIdentitySet class,1,ByteArray class,1
RTExperimentalExample>>exampleScaleLog>>temp>>g,RTGrapher,1
RTRoassalExample>>exampleVisualizingSoftwareWithBeziers>>temp>>elements,RTGroup,1
RTBoxPlotExample>>exampleBoxPlot2>>1>>arg>>d2,SmallInteger,200
RTGeneralExample>>systemComplexity>>2>>arg>>c,Interval class,1,WeakSet class,1,GCollection class,1,STONTestMap class,1,Alien class,1,ObjectFinalizerCollection class,1,FFITypeArray class,1,Collection class,1,Text class,1,SystemDictionary class,1,Bag class,1,ByteString class,1,WeakActionSequence class,1,RelationSet class,1,RTTextLines class,1,RTOrderedCollection class,1,IdentitySet class,1,SequenceableCollection class,1,LinkedList class,1,AnnouncementSet class,1,SortedCollection class,1,IdentityDictionary class,1,SmallDictionary class,1,FreeTypeCacheLinkedList class,1,CompiledBlock class,1,FLLargeIdentityHashedCollection class,1,FloatArray class,1,IntegerFlagAlien class,1,WeakKeyToCollectionDictionary class,1,Symbol class,1,UUID class,1,IntegerArray class,1,FFICallbackThunk class,1,OCLiteralSet class,1,IdentityBag class,1,MethodDictionary class,1,SmallIdentityDictionary class,1,SparseLargeTable class,1,CairoGlyphsArray class,1,WeakArray class,1,VMCallbackContext64 class,1,ZnMultiValueDictionary class,1,WeakValueDictionary class,1,WeakIdentityKeyDictionary class,1,OrderedCollection class,1,NeoJSONObject class,1,ASTCache class,1,PluggableDictionary class,1,ExternalAddress class,1,DependentsArray class,1,PluggableSet class,1,VMCallbackContext32 class,1,Cubic class,1,WeakKeyDictionary class,1,CharacterSetComplement class,1,Bitmap class,1,LiteralDictionary class,1,AnnouncementSetWithExclusions class,1,CompiledMethod class,1,Matrix class,1,SocketAddress class,1,String class,1,Dictionary class,1,WideSymbol class,1,EnumFontFamExProc class,1,OCKeyedSet class,1,FFIExternalArray class,1,GTExampleContext class,1,FLLargeIdentityDictionary class,1,WideCharacterSet class,1,WeakRegistry class,1,LOGFONTA class,1,MetacelloMethodSectionPath class,1,ProcessList class,1,OCLiteralList class,1,EnumWindowsProc class,1,FFICallbackReturnValue class,1,ColorArray class,1,HashedCollection class,1,ENUMLOGFONTEXA class,1,OrderedIdentityDictionary class,1,ByteSymbol class,1,KeyedTree class,1,RTTextLine class,1,ShortIntegerArray class,1,SparseLargeArray class,1,OPENFILENAME class,1,Semaphore class,1,CompiledCode class,1,PointArray class,1,RTGroup class,1,WordArray class,1,WeakOrderedCollection class,1,CharacterSet class,1,OrderedDictionary class,1,WideString class,1,Heap class,1,Set class,1,Array class,1,ArrayedCollection class,1,GLMMultiValue class,1,Stack class,1,RunArray class,1,FLLargeIdentitySet class,1,ByteArray class,1
RTRoassalExample>>exampleSliderAndCubeHelix>>temp>>helix,RTCubeHelix,1
RTRoassalExample>>exampleVisualizingSoftwareWithBeziers>>temp>>v,RTView,1
RTExperimentalExample>>helper:colorA:colorB:>>temp>>layers0,Array,4
RTMondrianExample>>exampleSidesAndRadius>>temp>>sidesCount,SmallInteger,1
RTTimelineExample>>exampleColorPerTimeLine>>temp>>d,RTVerticalTickLineDecorator,1
RTRoassalExample>>exampleBezier3>>temp>>e2,RTElement,1
RTRoassalExample>>exampleGrayScaling>>temp>>es,RTGroup,1
RTRoassalExample>>exampleAlignmentFromTop>>temp>>elements,RTGroup,3
RTMapExample>>exampleWorldPopulation>>temp>>b,RTMapBuilder,1
RTRoassalExample>>exampleComposedLayout>>temp>>es3,RTGroup,1
RTLayoutExample>>exampleRadial>>temp>>v,RTView,1
RTExperimentalExample>>helper:colorA:colorB:>>temp>>x,RTScaleLinear,4
